       latitude      longitude observation     resiual  prediction  correction
       35.31170      139.82552     0.09600    -0.00465     0.10065     0.00000
       38.59404      139.83177     1.05850     0.06188     0.99662     0.00000
       37.46129      139.83552     0.95660     0.04695     0.90965     0.00000
       39.89113      139.84893     0.52850     0.00274     0.52576     0.00000
       36.77637      139.85426     0.63430     0.00467     0.62963     0.00000
       42.45073      139.85767     0.06850    -0.02108     0.08958     0.00000
       34.95408      139.86408     0.02840    -0.03327     0.06167     0.00000
       37.26107      139.87143     0.90790     0.04911     0.85879     0.00000
       37.92058      139.87941     1.10470     0.04184     1.06286     0.00000
       35.67546      139.90235     0.17350     0.00663     0.16687     0.00000
       36.45658      139.90251     0.48780     0.00430     0.48350     0.00000
       39.20606      139.90772     0.88270     0.05274     0.82996     0.00000
       36.59895      139.92347     0.55010    -0.01641     0.56651     0.00000
       39.01597      139.92750     0.99040     0.06806     0.92234     0.00000
       40.57764      139.92812     0.30800    -0.01480     0.32280     0.00000
       36.11481      139.93150     0.31760    -0.00250     0.32010     0.00000
       38.75972      139.95737     1.10140     0.05957     1.04183     0.00000
       35.14380      139.96847     0.05890    -0.01658     0.07548     0.00000
       37.66929      139.97266     1.13770     0.05229     1.08541     0.00000
       35.00279      139.97489     0.02490    -0.03711     0.06201     0.00000
       36.30070      139.98777     0.42510     0.00310     0.42200     0.00000
       35.94029      139.99272     0.24500    -0.00604     0.25104     0.00000
       42.13085      140.00395     0.07570    -0.03154     0.10724     0.00000
       40.09970      140.00550     0.46980    -0.00493     0.47473     0.00000
       40.73063      140.01099     0.29450     0.00442     0.29008     0.00000
       42.68534      140.01178     0.06330    -0.01332     0.07662     0.00000
       35.78647      140.02475     0.20480     0.00789     0.19691     0.00000
       40.33940      140.02757     0.39170    -0.00387     0.39557     0.00000
       37.12470      140.03541     0.93050     0.02145     0.90905     0.00000
       36.85423      140.03926     0.80390     0.03738     0.76652     0.00000
       41.46638      140.04065     0.15360    -0.01378     0.16738     0.00000
       39.82581      140.04472     0.63010     0.03679     0.59331     0.00000
       35.65721      140.04809     0.08790    -0.07129     0.15919     0.00000
       39.39870      140.04824     0.85210     0.04912     0.80298     0.00000
       40.24730      140.04868     0.41410    -0.01353     0.42763     0.00000
       35.44778      140.05133     0.09010    -0.02376     0.11386     0.00000
       39.52756      140.05393     0.78100     0.04188     0.73912     0.00000
       41.80303      140.07123     0.12890    -0.00325     0.13215     0.00000
       37.56695      140.07268     1.18980     0.04859     1.14121     0.00000
       38.19754      140.07757     1.34820     0.07469     1.27351     0.00000
       36.36491      140.07795     0.49210     0.00958     0.48252     0.00000
       35.11186      140.07927     0.04740    -0.02052     0.06792     0.00000
       36.10364      140.08631     0.32090    -0.01094     0.33184     0.00000
       36.10558      140.08712     0.33090    -0.00205     0.33295     0.00000
       36.10611      140.08719     0.32680    -0.00644     0.33324     0.00000
       36.10568      140.08750     0.31960    -0.01345     0.33305     0.00000
       37.96361      140.09353     1.35380     0.07773     1.27607     0.00000
       38.43434      140.09463     1.33220     0.07094     1.26126     0.00000
       42.00807      140.10732     0.08900    -0.02584     0.11484     0.00000
       39.93605      140.13238     0.58460     0.02231     0.56229     0.00000
       37.42451      140.13588     1.17980     0.03995     1.13985     0.00000
       35.87365      140.14549     0.22660    -0.00106     0.22766     0.00000
       35.33314      140.14679     0.06830    -0.02277     0.09107     0.00000
       36.69246      140.15769     0.73870     0.00188     0.73682     0.00000
       39.16421      140.16198     1.04330     0.04958     0.99372     0.00000
       36.95231      140.16476     0.95220     0.04191     0.91029     0.00000
       36.26327      140.17426     0.43500    -0.00616     0.44116     0.00000
       36.54222      140.17931     0.66400     0.02224     0.64176     0.00000
       38.93810      140.18347     1.20210     0.06156     1.14054     0.00000
       35.54414      140.18656     0.07180    -0.05455     0.12635     0.00000
       38.28898      140.19992     1.46480     0.05774     1.40706     0.00000
       36.03134      140.20244     0.29210    -0.01085     0.30295     0.00000
       37.61595      140.20565     1.35670     0.05761     1.29909     0.00000
       37.29304      140.21275     1.19200     0.04410     1.14790     0.00000
       38.62841      140.22051     1.41830     0.08564     1.33266     0.00000
       42.78643      140.23320     0.05370    -0.01613     0.06983     0.00000
       39.65831      140.23421     0.75280     0.02145     0.73135     0.00000
       35.28838      140.24916     0.08650     0.00685     0.07965     0.00000
       42.24368      140.25048     0.07540    -0.02139     0.09679     0.00000
       37.12629      140.25993     1.14010     0.04249     1.09761     0.00000
       40.27116      140.26366     0.43130    -0.00884     0.44014     0.00000
       35.16590      140.26802     0.05230    -0.01241     0.06471     0.00000
